Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
-1.7318048998786242,0.9118904528187928,-1.0095586736769342,-0.43991649313097614,1.0345302279174904,-0.6540119291623984,-1.2774445836787656,-3.054010391622917,0.06272275030724751,-1.183233637371519,-0.9188377542300901,1.242549826454581,-1.0279101359737688,-0.9252621220729103,-1.1134954084787796,-1.1214051291685294,-0.8282068960390321,0.8297975015331794,0.39855772409659124,-1.1603229160349193,-0.9942419353101233,-0.6010234796064696
-1.731313049580448,0.21690598149573226,0.990531829475428,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.06632741908223598,0.3274383095561751,-0.9915883008000169,-1.183233637371519,1.4073212332043186,-1.0299192537115092,1.2451106136850234,-0.9252621220729103,-1.1134954084787796,-1.1214051291685294,0.3712710329765761,-1.2051132934870794,1.3348626109585968,-0.2596289419448806,-0.17324412574959375,-0.6010234796064696
-1.7308211992822717,-0.4707007353546843,0.990531829475428,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2367242199587352,0.3274383095561751,-0.9915883008000169,-1.183233637371519,1.4073212332043186,1.242549826454581,-1.0279101359737688,-0.9252621220729103,-1.1134954084787796,-1.1214051291685294,-0.8282068960390321,0.8297975015331794,1.3348626109585968,-0.3626603559551803,-0.9596740712020441,1.6638285090871447
-1.7303293489840954,0.9905865005269949,0.990531829475428,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.5142514200025698,-3.054010391622917,0.06272275030724751,-1.183233637371519,1.4073212332043186,-1.0299192537115092,1.2451106136850234,1.3962986637338253,-1.1134954084787796,-1.1214051291685294,0.3712710329765761,-1.2051132934870794,-1.4740520496274196,-0.7465354629935549,-0.19476626336477718,-0.6010234796064696
-1.7298374986859193,1.4706323915470283,-1.0095586736769342,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2367242199587352,0.3274383095561751,-0.9915883008000169,0.17225017980603607,-0.9188377542300901,-1.0299192537115092,-1.0279101359737688,-0.9252621220729103,-1.1134954084787796,-1.1214051291685294,-0.8282068960390321,0.8297975015331794,0.39855772409659124,0.19736523310080326,-0.9404697022531111,1.6638285090871447
-1.729345648387743,1.4903064034740787,-1.0095586736769342,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.9924020376385531,0.3274383095561751,1.1170338014145118,0.17225017980603607,-0.9188377542300901,-1.0299192537115092,1.2451106136850234,-0.9252621220729103,1.1465472894797348,1.1384107005121438,-0.8282068960390321,0.8297975015331794,0.39855772409659124,1.1595456961969886,-0.6451859741727949,1.6638285090871447
-1.7288537980895666,-1.2389709011060082,0.990531829475428,-0.43991649313097614,-0.9666223112813243,1.5290240978948397,-0.4223169455581282,0.3274383095561751,1.1170338014145118,0.17225017980603607,-0.9188377542300901,1.242549826454581,-1.0279101359737688,-0.9252621220729103,1.1465472894797348,-1.1214051291685294,-0.8282068960390321,0.8297975015331794,-0.5377471627654142,0.8089065291619363,-0.14679948896704018,-0.6010234796064696
-1.7283619477913905,0.6143210224221533,-1.0095586736769342,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.9109613101984924,-3.054010391622917,0.06272275030724751,-1.183233637371519,1.4073212332043186,-1.0299192537115092,-1.0279101359737688,-0.9252621220729103,-1.1134954084787796,-1.1214051291685294,-0.8282068960390321,-1.2051132934870794,1.3348626109585968,-1.1636465100352518,-0.8741373704237511,-0.6010234796064696
-1.7278700974932142,1.0245241711011572,-1.0095586736769342,-0.43991649313097614,1.0345302279174904,-0.6540119291623984,-0.1779947632379461,0.3274383095561751,1.1170338014145118,0.17225017980603607,-0.9188377542300901,-1.0299192537115092,1.2451106136850234,1.3962986637338253,1.1465472894797348,1.1384107005121438,-0.8282068960390321,0.8297975015331794,0.39855772409659124,1.330710787214099,0.3373492744317471,1.6638285090871447
-1.7273782471950379,0.4982443520525551,0.990531829475428,-0.43991649313097614,-0.9666223112813243,1.5290240978948397,1.2064976032430856,0.3274383095561751,-0.9915883008000169,-1.183233637371519,1.4073212332043186,1.242549826454581,-1.0279101359737688,-0.9252621220729103,-1.1134954084787796,-1.1214051291685294,0.3712710329765761,-1.2051132934870794,-1.4740520496274196,-0.28621769394753876,0.5324391741681479,-0.6010234796064696
